Date,Open,High,Low,Close,Adj Close,Volume
8/24/2005,32.54,32.57,32.1,32.22,25.21,"3,728,900"
8/23/2005,32.9,32.92,32.29,32.32,25.29,"3,772,300"
8/22/2005,33.22,33.29,32.6,32.86,25.71,"4,042,600"
8/19/2005,32.93,33.5,32.93,33.29,26.05,"3,060,500"
8/18/2005,33.2,33.64,33.2,33.39,26.12,"6,573,100"
8/17/2005,32.55,33.24,32.46,33.19,25.97,"8,081,600"
8/16/2005,32.73,32.8,32.18,32.31,25.28,"3,394,100"
8/15/2005,32.73,32.94,32.57,32.8,25.66,"3,560,200"
8/12/2005,32.83,32.98,32.32,32.64,25.54,"3,450,300"
8/11/2005,0.07 Dividend,,,,,
8/11/2005,32.52,33.12,32.49,32.83,25.69,"5,015,900"
8/10/2005,32.78,33.15,32.48,32.61,25.46,"3,670,800"
8/9/2005,32.38,32.71,32.22,32.64,25.48,"5,545,700"
8/8/2005,33.1,33.28,32.2,32.37,25.27,"6,004,800"
8/5/2005,32.82,33.66,32.82,33.26,25.97,"9,504,200"
8/4/2005,32.45,33.02,32.42,33,25.77,"6,813,800"
8/3/2005,32.28,32.65,32.18,32.59,25.45,"7,732,300"
8/2/2005,32.55,32.7,32.08,32.2,25.14,"7,899,100"
8/1/2005,31.35,32.26,31.29,32.21,25.15,"7,902,300"
7/29/2005,31.85,31.97,31.4,31.47,24.57,"6,060,200"
7/28/2005,31.9,32,31.86,31.94,24.94,"6,448,600"
7/27/2005,32.03,32.03,31.68,31.93,24.93,"9,702,700"
7/26/2005,31.87,32.08,31.52,31.95,24.95,"13,246,200"
7/25/2005,32.5,33.19,30.99,31.23,24.38,"27,211,200"
7/22/2005,31.02,31.37,30.94,31.16,24.33,"1,634,900"
7/21/2005,31.02,31.3,30.73,31.09,24.27,"2,640,900"
7/20/2005,30.41,31.12,30.41,30.97,24.18,"4,170,700"
7/19/2005,30.26,30.84,30.11,30.33,23.68,"3,226,100"
7/18/2005,29.99,30.08,29.79,29.92,23.36,"2,553,400"
7/15/2005,30.4,30.43,29.99,30,23.42,"2,906,100"
7/14/2005,30.11,30.26,29.9,30.2,23.58,"2,810,700"
7/13/2005,30.43,30.43,29.9,29.95,23.38,"2,894,600"
7/12/2005,30.57,30.68,30,30.4,23.74,"3,568,800"
7/11/2005,30.96,31.25,30.27,30.29,23.65,"3,925,600"
7/8/2005,30.19,31.03,30.18,30.8,24.05,"3,740,500"
7/7/2005,29.62,30.33,29.5,30.12,23.52,"4,655,100"
7/6/2005,30.6,30.85,29.68,29.8,23.27,"9,524,900"
7/5/2005,30.71,31.17,30.68,30.82,24.06,"2,593,500"
7/1/2005,31.18,31.4,31,31.02,24.22,"2,246,000"
6/30/2005,31.35,31.65,31.12,31.14,24.31,"3,325,600"
6/29/2005,31.54,31.83,31.19,31.46,24.56,"2,143,500"
6/28/2005,31.37,31.84,31.22,31.58,24.66,"2,863,200"
6/27/2005,31,31.08,30.8,31.02,24.22,"3,045,700"
6/24/2005,31.39,31.42,30.82,31.26,24.41,"3,359,100"
6/23/2005,31.5,31.85,31.27,31.34,24.47,"3,158,900"
6/22/2005,31.97,32.17,31.75,31.79,24.82,"2,243,900"
6/21/2005,32.1,32.26,31.72,32.16,25.11,"2,629,800"
6/20/2005,31.99,32.41,31.86,31.98,24.97,"3,839,700"
6/17/2005,33.15,33.23,32.5,32.6,25.45,"3,728,900"
6/16/2005,32.51,33.11,32.39,32.82,25.62,"2,792,600"
6/15/2005,32.8,32.87,32.37,32.73,25.55,"2,416,000"
6/14/2005,32.62,33,32.6,32.98,25.75,"2,795,300"
6/13/2005,32.68,32.75,32.37,32.43,25.32,"1,704,400"
6/10/2005,32.76,32.97,32.57,32.66,25.5,"1,900,400"
6/9/2005,32.56,32.98,32.48,32.79,25.6,"2,452,400"
6/8/2005,32.56,32.88,32.42,32.47,25.35,"2,586,300"
6/7/2005,32.06,33.44,31.95,32.25,25.18,"7,743,800"
6/6/2005,31.68,32.37,31.59,31.98,24.97,"11,398,000"
6/3/2005,33.72,33.8,32.93,33.14,25.87,"3,465,800"
6/2/2005,34.01,34.03,33.65,33.77,26.37,"2,899,800"
6/1/2005,33.4,34.05,33.39,33.74,26.34,"3,016,200"
5/31/2005,33.8,33.8,33.2,33.41,26.09,"3,874,700"
5/27/2005,33.82,34.25,33.82,34.03,26.57,"3,042,900"
5/26/2005,33.79,34.1,33.74,33.93,26.49,"3,199,100"
5/25/2005,33.61,34.06,33.5,33.83,26.41,"4,334,300"
5/24/2005,33.07,33.74,33,33.6,26.23,"4,073,400"
5/23/2005,32.85,33.23,32.72,33.06,25.81,"2,387,800"
5/20/2005,33.19,33.27,32.91,33.07,25.82,"2,624,900"
5/19/2005,33.3,33.32,32.97,33.19,25.91,"2,054,500"
5/18/2005,33,33.5,32.9,33.22,25.94,"2,873,500"
5/17/2005,32.69,33.1,32.56,33.03,25.79,"4,115,400"
5/16/2005,32.51,32.87,32.2,32.69,25.52,"2,666,500"
5/13/2005,32.46,32.9,32.46,32.58,25.44,"3,839,200"
5/12/2005,32.39,32.94,32.27,32.43,25.32,"4,180,900"
5/11/2005,32.15,32.53,31.97,32.2,25.14,"2,687,800"
5/10/2005,32.25,32.55,31.97,32.1,25.06,"2,653,500"
5/9/2005,31.76,32.6,31.76,32.44,25.33,"4,528,900"
5/6/2005,31.89,31.95,31.33,31.81,24.84,"2,903,900"
5/5/2005,0.07 Dividend,,,,,
5/5/2005,31.8,31.84,31.11,31.59,24.66,"2,859,600"
5/4/2005,31.14,32.04,30.91,31.73,24.72,"5,839,900"
5/3/2005,30.25,30.98,30,30.79,23.99,"10,430,900"
5/2/2005,31.4,31.4,30.74,31.14,24.26,"2,940,800"
4/29/2005,30.85,31.25,30.7,31.24,24.34,"6,149,900"
4/28/2005,31.05,31.26,30.51,30.8,24,"4,926,600"
4/27/2005,31.15,31.22,30.9,30.93,24.1,"3,721,800"
4/26/2005,31.18,31.54,30.93,31.26,24.35,"4,547,800"
4/25/2005,32.26,32.48,31.4,31.73,24.72,"4,578,800"
